2,1024,0.018,1024,1.75781e-05
4,1024,0.018,1024,1.75781e-05
8,1024,0.022,1024,2.14844e-05
16,1024,0.022,1024,2.14844e-05
32,1024,0.023,1024,2.24609e-05
64,1024,0.022,1024,2.14844e-05
128,1024,0.022,1024,2.14844e-05
256,1024,0.021,1024,2.05078e-05
512,1024,0.02,1024,1.95313e-05
