3,4,0,4,0
3,8,0,8,0
3,16,0,16,0
3,32,0,32,0
3,64,0,64,0
3,128,0.001,128,7.8125e-06
3,256,0.001,256,3.90625e-06
3,512,0.006,512,1.17188e-05
3,1024,0.025,1024,2.44141e-05
